method,noise_sd_hu,subsample_stride,dose_scale,curve_nrmse,param_mre,realisation,data_loss,physics_loss
pinn_hybrid,25.0,4,0.5,0.49482109305631317,0.1702263586032026,13,272.08287912703986,0.001296863964567542
amortized,25.0,4,0.5,0.5108683044639063,0.0751736121631172,13,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,14,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,14,,
pinn_hybrid,0.0,1,1.0,0.00010865739186931643,0.00033564096502820655,14,0.0009106540498099177,5.63325764312194e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,14,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,14,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,14,,
pinn_hybrid,0.0,1,0.5,0.4999821033799711,0.00019926972919087372,14,0.00014218813557676546,7.525329108189138e-09
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,14,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,14,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,14,,
pinn_hybrid,0.0,4,1.0,0.00010202699737963887,0.0002805121715076183,14,0.0008245649586453084,5.908384451303278e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,14,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,14,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,14,,
pinn_hybrid,0.0,4,0.5,0.49997479770575154,0.00015536542247125777,14,0.00014951766751015983,1.6676505546495297e-08
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,14,,
closed_form,10.0,1,1.0,0.007859619432667416,0.016014121322338985,14,,
deconvolution,10.0,1,1.0,0.04070875800707746,nan,14,,
pinn_hybrid,10.0,1,1.0,0.009578585578948253,0.02588395453859909,14,84.3615024985206,3.6760014051090895e-07
amortized,10.0,1,1.0,0.028127004675708223,0.04999754050299722,14,,
closed_form,10.0,1,0.5,0.5032093124657294,0.01041668366345037,14,,
deconvolution,10.0,1,0.5,0.5030278384427189,nan,14,,
pinn_hybrid,10.0,1,0.5,0.5020066774962838,0.04416116607782796,14,86.14356460834314,7.148236229561612e-07
amortized,10.0,1,0.5,0.4907547841396605,0.029590618862669827,14,,
closed_form,10.0,4,1.0,0.007634281063404951,0.021811541315065935,14,,
deconvolution,10.0,4,1.0,0.031052825166289155,nan,14,,
pinn_hybrid,10.0,4,1.0,0.011639537038740527,0.007614393627474186,14,99.54638536348017,4.5311239933393324e-05
amortized,10.0,4,1.0,0.0288283717303604,0.0463708773654363,14,,
closed_form,10.0,4,0.5,0.49018968716077227,0.04868230401533985,14,,
deconvolution,10.0,4,0.5,0.49861057553346444,nan,14,,
pinn_hybrid,10.0,4,0.5,0.4925740695924591,0.10665118218864693,14,72.20155722111838,1.3289721843875083e-05
amortized,10.0,4,0.5,0.46853111608852055,0.10216263225974553,14,,
closed_form,25.0,1,1.0,0.010391169701919877,0.02430107082650918,14,,
deconvolution,25.0,1,1.0,0.10780540673107109,nan,14,,
pinn_hybrid,25.0,1,1.0,0.010386825627139523,0.023912483624201487,14,585.1296010978295,1.0394005730047282e-06
amortized,25.0,1,1.0,0.01641870979317631,0.05805974456984335,14,,
closed_form,25.0,1,0.5,0.49166643629936413,0.06281556373780148,14,,
deconvolution,25.0,1,0.5,0.4988732124283042,nan,14,,
pinn_hybrid,25.0,1,0.5,0.49264462770782463,0.07990231429601934,14,556.2820856244028,1.274311226944114e-07
amortized,25.0,1,0.5,0.48999155010783435,0.1411748919007073,14,,
closed_form,25.0,4,1.0,0.016821256358819026,0.044886224310753745,14,,
deconvolution,25.0,4,1.0,0.07921777717200956,nan,14,,
pinn_hybrid,25.0,4,1.0,0.041067134789387845,0.049673208570209154,14,432.0161756157464,0.0014458475141224806
amortized,25.0,4,1.0,0.020016307912613114,0.07858374158695411,14,,
closed_form,25.0,4,0.5,0.483269071025903,0.28246936173607706,14,,
deconvolution,25.0,4,0.5,0.4550637338260721,nan,14,,
pinn_hybrid,25.0,4,0.5,0.48314322851194275,0.3084998130985041,14,679.4716522170273,0.004968513858690178
amortized,25.0,4,0.5,0.48193182292648995,0.2599082100569693,14,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,15,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,15,,
pinn_hybrid,0.0,1,1.0,0.00010093424767344507,0.00032284292269587803,15,0.0008077377188325458,6.26303854668836e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,15,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,15,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,15,,
pinn_hybrid,0.0,1,0.5,0.4999786177246929,0.00018602690848851716,15,0.00014173893341899295,1.505782049213789e-08
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,15,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,15,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,15,,
pinn_hybrid,0.0,4,1.0,0.00010736572961152507,0.00029705873091870805,15,0.0009009491158311671,5.417708076918238e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,15,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,15,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,15,,
pinn_hybrid,0.0,4,0.5,0.49998146525787246,0.00018214658533743388,15,0.00012221729173310714,6.4496766509844675e-09
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,15,,
closed_form,10.0,1,1.0,0.0032575587981877657,0.006604013313183563,15,,
deconvolution,10.0,1,1.0,0.036311443019388295,nan,15,,
pinn_hybrid,10.0,1,1.0,0.004793097523229427,0.005018921280162141,15,98.95305793879149,6.465493176047565e-06
amortized,10.0,1,1.0,0.020646094860981516,0.04147481462896026,15,,
closed_form,10.0,1,0.5,0.5002419404369943,0.04600687937699938,15,,
deconvolution,10.0,1,0.5,0.5025002706019904,nan,15,,
pinn_hybrid,10.0,1,0.5,0.49943600998239274,0.06733309010294725,15,82.43531499483815,1.1190464691361058e-06
amortized,10.0,1,0.5,0.49283410711671627,0.029139791923656625,15,,
closed_form,10.0,4,1.0,0.0074612664905303935,0.014432887138446487,15,,
deconvolution,10.0,4,1.0,0.041593447470770484,nan,15,,
pinn_hybrid,10.0,4,1.0,0.01557429491151647,0.035433740101272024,15,136.1932473696318,0.00010064181012702441
amortized,10.0,4,1.0,0.021641600699724654,0.03399887837333353,15,,
closed_form,10.0,4,0.5,0.4944013174974173,0.07170662046281573,15,,
deconvolution,10.0,4,0.5,0.48674788601003804,nan,15,,
pinn_hybrid,10.0,4,0.5,0.4940660659862116,0.0589722434341487,15,87.19473369022174,3.5218251007850503e-06
amortized,10.0,4,0.5,0.4984573313744306,0.10023063675166219,15,,
closed_form,25.0,1,1.0,0.007903627111750628,0.019545797840516247,15,,
deconvolution,25.0,1,1.0,0.10065829060034881,nan,15,,
pinn_hybrid,25.0,1,1.0,0.008328280029595,0.027531325960612592,15,574.3806910357478,2.498378604105648e-06
amortized,25.0,1,1.0,0.013267008793648767,0.020761331066860657,15,,
closed_form,25.0,1,0.5,0.5075629227266367,0.04013921601715932,15,,
deconvolution,25.0,1,0.5,0.504581643951303,nan,15,,
pinn_hybrid,25.0,1,0.5,0.5079882818962645,0.11820535052430894,15,564.2709476340683,0.00025313180510390523
amortized,25.0,1,0.5,0.5012676385114428,0.045322751933737734,15,,
closed_form,25.0,4,1.0,0.005796673277278318,0.009327019822488833,15,,
deconvolution,25.0,4,1.0,0.0909469886594594,nan,15,,
pinn_hybrid,25.0,4,1.0,0.03128905476560736,0.08880035897947522,15,531.3624311668669,1.4806490773996172e-05
amortized,25.0,4,1.0,0.024707176464091905,0.04954555803829035,15,,
closed_form,25.0,4,0.5,0.4852070026708771,0.36701707318146337,15,,
deconvolution,25.0,4,0.5,0.48194524355353896,nan,15,,
pinn_hybrid,25.0,4,0.5,0.48390251453304167,0.3776631773255321,15,605.4123500259823,0.0005992304138224476
amortized,25.0,4,0.5,0.5178311386627384,0.1941522834474895,15,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,16,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,16,,
pinn_hybrid,0.0,1,1.0,0.00010437284730884637,0.00033436416058697777,16,0.0008639920493234607,5.929961803432048e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,16,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,16,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,16,,
pinn_hybrid,0.0,1,0.5,0.4999814586332902,0.00019142516335951066,16,0.000135650037924641,4.187659566584522e-09
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,16,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,16,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,16,,
pinn_hybrid,0.0,4,1.0,0.00010013828036065834,0.00027912159846605933,16,0.0008013167096462155,6.095908644459695e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,16,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,16,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,16,,
pinn_hybrid,0.0,4,0.5,0.49998778361966356,0.0002123891576341066,16,0.00013609795554626522,2.409154957536592e-10
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,16,,
closed_form,10.0,1,1.0,0.006854241424698019,0.028080559289417682,16,,
deconvolution,10.0,1,1.0,0.04132433707244674,nan,16,,
pinn_hybrid,10.0,1,1.0,0.007100599923851816,0.02273236134274024,16,84.05696055224209,4.581127389063299e-07
amortized,10.0,1,1.0,0.02261439926314631,0.03867681490263213,16,,
closed_form,10.0,1,0.5,0.5026267248119087,0.06994941313203946,16,,
deconvolution,10.0,1,0.5,0.5022460394636076,nan,16,,
pinn_hybrid,10.0,1,0.5,0.5030117985215274,0.08728849726541124,16,95.1332410363339,3.203205884078003e-06
amortized,10.0,1,0.5,0.4875056700277055,0.09831097645992898,16,,
closed_form,10.0,4,1.0,0.009970008330139838,0.01942321868117558,16,,
deconvolution,10.0,4,1.0,0.029200127494085158,nan,16,,
pinn_hybrid,10.0,4,1.0,0.013586599915185765,0.03376983706742469,16,55.40377354960745,3.972206116424273e-05
amortized,10.0,4,1.0,0.022430428510465655,0.036729355436062525,16,,
closed_form,10.0,4,0.5,0.49259131346357915,0.13407709640295876,16,,
deconvolution,10.0,4,0.5,0.4690977638353164,nan,16,,
pinn_hybrid,10.0,4,0.5,0.49002019855206697,0.046436955553220575,16,101.04784935866685,4.540505844617064e-05
amortized,10.0,4,0.5,0.5126623365886002,0.1405403736568873,16,,
closed_form,25.0,1,1.0,0.006534724620235594,0.020010613071448014,16,,
deconvolution,25.0,1,1.0,0.10338076101668962,nan,16,,
pinn_hybrid,25.0,1,1.0,0.009644467359932882,0.04031144643811583,16,570.0348750558916,1.1544448773548475e-06
amortized,25.0,1,1.0,0.033689626832537345,0.048451694956996916,16,,
closed_form,25.0,1,0.5,0.49486019639946344,0.055585768221776376,16,,
deconvolution,25.0,1,0.5,0.5028701218428882,nan,16,,
pinn_hybrid,25.0,1,0.5,0.49435948041231537,0.029755645528580853,16,740.2051082583298,2.2103144674052206e-05
amortized,25.0,1,0.5,0.4736780337959923,0.1563492508850374,16,,
closed_form,25.0,4,1.0,0.02300036924728924,0.06693889668875652,16,,
deconvolution,25.0,4,1.0,0.07724059556799272,nan,16,,
pinn_hybrid,25.0,4,1.0,0.03804126145952325,0.0976317279315057,16,545.3741122711613,0.0004439120868557602
amortized,25.0,4,1.0,0.06651347279435627,0.11414833208332362,16,,
closed_form,25.0,4,0.5,0.5018314073306201,0.2640389093359322,16,,
deconvolution,25.0,4,0.5,0.46645293244990466,nan,16,,
pinn_hybrid,25.0,4,0.5,0.504518301102978,0.25187215499714904,16,820.9983737726856,0.0007391236006871392
amortized,25.0,4,0.5,0.4880022815765441,0.33998538994194527,16,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,17,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,17,,
pinn_hybrid,0.0,1,1.0,0.00011092246167467789,0.0003426700326172241,17,0.0009469994655893064,5.445278228766728e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,17,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,17,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,17,,
pinn_hybrid,0.0,1,0.5,0.4999763554007281,0.00016927492448382821,17,0.00015750253719086586,1.905329056915091e-08
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,17,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,17,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,17,,
pinn_hybrid,0.0,4,1.0,0.00010110006654419209,0.000282747550737726,17,0.0008180519788706923,5.87910639991035e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,17,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,17,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,17,,
pinn_hybrid,0.0,4,0.5,0.49997982880227027,0.00017426765455886626,17,0.00012390681135532252,8.116044032445558e-09
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,17,,
closed_form,10.0,1,1.0,0.005473370055688999,0.010832083986500787,17,,
deconvolution,10.0,1,1.0,0.042694769277381056,nan,17,,
pinn_hybrid,10.0,1,1.0,0.005961719665629891,0.014769049508597573,17,112.21423564005082,3.6023973231662587e-06
amortized,10.0,1,1.0,0.03376858022445894,0.0487339720158035,17,,
closed_form,10.0,1,0.5,0.5008329692534028,0.05232206561895478,17,,
deconvolution,10.0,1,0.5,0.502660135668078,nan,17,,
pinn_hybrid,10.0,1,0.5,0.5006033051842212,0.04003639446315837,17,87.10190579020356,6.643984532874847e-05
amortized,10.0,1,0.5,0.4854295650805672,0.10968759093280162,17,,
closed_form,10.0,4,1.0,0.004821934651504087,0.019839921362788386,17,,
deconvolution,10.0,4,1.0,0.03991512284432626,nan,17,,
pinn_hybrid,10.0,4,1.0,0.012700154892713984,0.055957527973230635,17,75.18377049551118,2.1335516941971788e-05
amortized,10.0,4,1.0,0.004428432073451783,0.008683295787976756,17,,
closed_form,10.0,4,0.5,0.49008765858625924,0.031962878302070515,17,,
deconvolution,10.0,4,0.5,0.4845945708615144,nan,17,,
pinn_hybrid,10.0,4,0.5,0.48984603094048257,0.027628798994503843,17,70.16359525127554,3.3756948352199293e-06
amortized,10.0,4,0.5,0.49307593674504985,0.052902568785437386,17,,
closed_form,25.0,1,1.0,0.00886545833735914,0.015437972285112452,17,,
deconvolution,25.0,1,1.0,0.10495764744683707,nan,17,,
pinn_hybrid,25.0,1,1.0,0.008967872063918799,0.019455638724654105,17,611.2664453520762,2.708543984130444e-07
amortized,25.0,1,1.0,0.015875845944089747,0.0461814730460182,17,,
closed_form,25.0,1,0.5,0.5116118672781564,0.09547089205789343,17,,
deconvolution,25.0,1,0.5,0.5205877888785435,nan,17,,
pinn_hybrid,25.0,1,0.5,0.510955401532495,0.10570484318953065,17,641.8194123741997,2.121419542021271e-06
amortized,25.0,1,0.5,0.49594280646712646,0.1257403661951567,17,,
closed_form,25.0,4,1.0,0.018609363116993436,0.06850662438394794,17,,
deconvolution,25.0,4,1.0,0.10988094215192665,nan,17,,
pinn_hybrid,25.0,4,1.0,0.02261050990620085,0.054574844860217436,17,848.5937016791703,0.0001072541380752139
amortized,25.0,4,1.0,0.026651493032973744,0.11838579755872833,17,,
closed_form,25.0,4,0.5,0.49417258638640676,0.06332516356681471,17,,
deconvolution,25.0,4,0.5,0.513710635938206,nan,17,,
pinn_hybrid,25.0,4,0.5,0.49978697717293785,0.18762987787011096,17,572.7725847173227,0.0011404050662225814
amortized,25.0,4,0.5,0.46149264249608407,0.1276111949240838,17,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,18,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,18,,
pinn_hybrid,0.0,1,1.0,0.00011472591213380972,0.00035438082962545206,18,0.0010042565074290242,5.138457187923134e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,18,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,18,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,18,,
pinn_hybrid,0.0,1,0.5,0.49998344770419667,0.00019549839371678956,18,0.00013709748908526781,6.616333578484419e-09
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,18,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,18,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,18,,
pinn_hybrid,0.0,4,1.0,0.00011098619529410558,0.00030382049416532704,18,0.0009429840127527029,5.100437701336518e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,18,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,18,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,18,,
pinn_hybrid,0.0,4,0.5,0.49997848266836065,0.00017322033524873836,18,0.00012877042389843407,1.197908192838999e-08
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,18,,
closed_form,10.0,1,1.0,0.0019071616815162238,0.007937879556950037,18,,
deconvolution,10.0,1,1.0,0.04544732835117094,nan,18,,
pinn_hybrid,10.0,1,1.0,0.004561890333126276,0.014756531655336023,18,99.23449421175118,3.3397899907091827e-06
amortized,10.0,1,1.0,0.029371531177204195,0.05305150882513119,18,,
closed_form,10.0,1,0.5,0.4995375634869134,0.013322617700875988,18,,
deconvolution,10.0,1,0.5,0.5020353942701417,nan,18,,
pinn_hybrid,10.0,1,0.5,0.4992735740719089,0.013196770107599173,18,77.84680452263608,3.867174817624126e-06
amortized,10.0,1,0.5,0.48845374906065064,0.052839155625108075,18,,
closed_form,10.0,4,1.0,0.007993274595271486,0.014281957896465993,18,,
deconvolution,10.0,4,1.0,0.02787447006110789,nan,18,,
pinn_hybrid,10.0,4,1.0,0.012813704516992631,0.03845733584408729,18,67.855632327741,1.2441643150530003e-06
amortized,10.0,4,1.0,0.012717337415631405,0.02546477223235149,18,,
closed_form,10.0,4,0.5,0.48210278034619186,0.09563945630372873,18,,
deconvolution,10.0,4,0.5,0.47610820749222194,nan,18,,
pinn_hybrid,10.0,4,0.5,0.48027435833718957,0.05712851431804657,18,73.21802462164251,1.4037980073209273e-06
amortized,10.0,4,0.5,0.4873019348486467,0.10220162420017415,18,,
closed_form,25.0,1,1.0,0.012691697498259776,0.04693133886158223,18,,
deconvolution,25.0,1,1.0,0.09026737859608262,nan,18,,
pinn_hybrid,25.0,1,1.0,0.016904115703252513,0.06260370501106,18,530.4797981427071,3.0241528396929626e-05
amortized,25.0,1,1.0,0.04300569659602609,0.09978249617670791,18,,
closed_form,25.0,1,0.5,0.4930265889396487,0.030377196422124823,18,,
deconvolution,25.0,1,0.5,0.49914036911814463,nan,18,,
pinn_hybrid,25.0,1,0.5,0.49623182350449957,0.08244803653004101,18,576.964454260456,2.3386490937368865e-07
amortized,25.0,1,0.5,0.4696213740992131,0.09672086371565329,18,,
closed_form,25.0,4,1.0,0.015401693060939628,0.024772665405348573,18,,
deconvolution,25.0,4,1.0,0.0738624707233714,nan,18,,
pinn_hybrid,25.0,4,1.0,0.020678628670190515,0.017619422595162117,18,450.68390843345065,9.398398930263173e-05
amortized,25.0,4,1.0,0.013018246991712576,0.046008643632009655,18,,
closed_form,25.0,4,0.5,0.49292583725311684,0.04742305323450731,18,,
deconvolution,25.0,4,0.5,0.4971811180405203,nan,18,,
pinn_hybrid,25.0,4,0.5,0.49046581049566607,0.10565593986094929,18,529.7909307834077,2.678219397948669e-05
amortized,25.0,4,0.5,0.4877764026247068,0.05464157417276188,18,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,19,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,19,,
pinn_hybrid,0.0,1,1.0,0.00011498425930814251,0.00035693503613735104,19,0.0010100452882176778,5.122852250103311e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,19,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,19,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,19,,
pinn_hybrid,0.0,1,0.5,0.4999792218150952,0.00018644564202775408,19,0.00014193131788974362,1.5908023452044864e-08
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,19,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,19,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,19,,
pinn_hybrid,0.0,4,1.0,9.587357791095067e-05,0.00026445632704423484,19,0.0007375169092886902,6.476813832599415e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,19,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,19,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,19,,
pinn_hybrid,0.0,4,0.5,0.49997809129142484,0.0001684044110481636,19,0.0001342328722895355,1.364641335470143e-08
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,19,,
closed_form,10.0,1,1.0,0.0009109223438202107,0.0016652015625295798,19,,
deconvolution,10.0,1,1.0,0.041533233793445895,nan,19,,
pinn_hybrid,10.0,1,1.0,0.0011494705814926425,0.003532113404700583,19,86.43236425764418,8.117910218867775e-07
amortized,10.0,1,1.0,0.026795602166151743,0.04548206842903278,19,,
closed_form,10.0,1,0.5,0.49414075921836004,0.03069058213421577,19,,
deconvolution,10.0,1,0.5,0.49307089329239573,nan,19,,
pinn_hybrid,10.0,1,0.5,0.49500108707996215,0.04622423813671669,19,118.39098465450205,2.5411866146283073e-07
amortized,10.0,1,0.5,0.48911916906077885,0.0567184724112075,19,,
closed_form,10.0,4,1.0,0.005070641370563344,0.017734428766780854,19,,
deconvolution,10.0,4,1.0,0.041219617955823705,nan,19,,
pinn_hybrid,10.0,4,1.0,0.020519989978771164,0.025105881313704337,19,101.06839161478084,0.00015835880367579217
amortized,10.0,4,1.0,0.03314418449478015,0.05601155167823549,19,,
closed_form,10.0,4,0.5,0.5040909214225215,0.04903652579424288,19,,
deconvolution,10.0,4,0.5,0.508157015720378,nan,19,,
pinn_hybrid,10.0,4,0.5,0.5029338884881779,0.10732280075358629,19,89.90211332253824,0.00027558092421012503
amortized,10.0,4,0.5,0.5001176144489012,0.028930657496852807,19,,
closed_form,25.0,1,1.0,0.008847013430734511,0.0374027907549325,19,,
deconvolution,25.0,1,1.0,0.09731765872808323,nan,19,,
pinn_hybrid,25.0,1,1.0,0.01277031568041828,0.03257337895644023,19,621.6990899525067,8.87242735876579e-07
amortized,25.0,1,1.0,0.03982456526427077,0.07370137036606199,19,,
closed_form,25.0,1,0.5,0.5052610551351494,0.019452696402193763,19,,
deconvolution,25.0,1,0.5,0.5194878872047569,nan,19,,
pinn_hybrid,25.0,1,0.5,0.504282341030719,0.05165281344067163,19,577.7028826198901,1.0374974796951488e-05
amortized,25.0,1,0.5,0.4973184458616974,0.009313881011991031,19,,
closed_form,25.0,4,1.0,0.019982327812017406,0.030611988419700562,19,,
deconvolution,25.0,4,1.0,0.05746015279659037,nan,19,,
pinn_hybrid,25.0,4,1.0,0.02072500089158938,0.029463413755920452,19,550.7762186453285,1.3345490987439452e-05
amortized,25.0,4,1.0,0.03428069290776663,0.063513683569178,19,,
closed_form,25.0,4,0.5,0.5083929703817989,0.16516145410529354,19,,
deconvolution,25.0,4,0.5,0.496069976930572,nan,19,,
pinn_hybrid,25.0,4,0.5,0.508535058863111,0.12691870679652045,19,417.8492875225891,0.0001681023638813547
amortized,25.0,4,0.5,0.4910308887107071,0.23112758444154557,19,,
